Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Distance,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Class
21.9456,15.4575,2.6785,0.5577,0.2987,-16.9664,-16.0607,12.9644,75.842,219.356,R,X,T,YZPGL7IGR8,DK0XY,h
82.2565,26.4198,2.9626,0.1755,0.0888,-175.12900000000002,58.4574,-14.0413,18.458,158.451,Y,Z,W,6JSN1HNU4W,E786Z,g
32.9701,19.1408,2.6149,0.3883,0.2367,-2.0584,-32.71,-13.798,30.8151,154.29399999999998,U,V,V,NUUONG5D8M,MERFE,h
174.168,38.0948,2.8831,0.3037,0.1603,-166.132,-148.346,-28.1181,44.7931,267.136,W,Z,U,PTHKK7XDF4,IQVJY,h
18.1602,10.3203,2.2553,0.6278,0.3417,-2.3181,8.3368,-6.6033,79.697,154.535,R,V,T,JL9NH7Z9ET,S60ZN,g
29.018,17.9337,2.9225,0.3503,0.2134,5.6664,-11.7844,6.0372,9.1884,160.708,V,U,X,T69AO17NE5,948ZY,g
20.5028,7.2654,2.0626,0.7013,0.3766,-0.7719,6.8528,5.7918,66.693,190.705,Q,V,T,IL0I07TW8Q,2MZ2T,g
30.1721,16.8838,2.6902,0.4673,0.2704,8.8759,25.3694,14.03,74.709,229.296,T,U,T,A5WPF2Z1KZ,R4120,h
68.2261,35.264,2.6522,0.4053,0.2372,-48.6004,20.9658,31.5966,54.50899999999999,175.19400000000002,U,Y,U,N23AOMW0TH,VB5Q9,g
65.9296,14.6512,3.1081,0.322,0.2047,-61.7378,58.0618,11.9036,2.0380000000000003,268.384,V,Y,Z,BZ7ZJUCV5F,5UP01,g
30.251,13.6492,2.6946,0.3495,0.1768,-1.3097,17.8866,-9.1995,2.103,154.642,V,V,Z,2U2LEJVX21,S7ZSB,g
142.563,13.4473,2.7447,0.4572,0.2691,-131.05100000000002,71.1985,-8.0486,0.8956,302.925,T,Z,Z,75JK6HXAF8,YFGNT,g
29.0428,12.1783,2.4082,0.4023,0.2051,-34.4635,-24.0117,9.5604,11.474,160.369,U,Y,X,UPG6UB6PDA,FQXO0,g
17.323,10.9981,2.3096,0.5833,0.3407,1.1613,-5.9612,6.5009,31.882,247.663,R,V,V,1SNYS7LCVB,EV8TB,h
26.8925,11.6867,2.5126,0.4977,0.2934,8.9543,16.1808,-9.7225,75.669,113.658,S,U,T,GN3RZSYVH4,NUNB3,g
66.4347,17.664,2.912,0.3858,0.2162,60.8973,67.7566,12.2796,10.237,219.291,U,Q,X,FQADMZSW3I,68T2Z,g
46.8533,18.5177,2.501,0.4341,0.2507,4.1388,-37.606,2.339,49.1002,109.4236,T,U,U,JT7R4ZQMWI,V8WBW,h
69.4657,22.6279,3.2507,0.1757,0.094,86.1876,57.1376,-15.1993,5.6357,190.942,Y,Q,Y,DIN2VKUWL3,SXFY0,g
20.2001,14.9132,2.5434,0.5694,0.3476,16.7214,17.6908,-14.6188,5.736000000000001,148.227,R,T,Y,4TQIIW3Y4D,YHFBX,g
26.7282,20.8685,2.5857,0.3936,0.225,7.7626,13.6701,-5.6589,15.5872,132.8926,U,U,W,60SNYCQQS7,4ATYO,h
29.9384,20.6567,2.8119,0.3423,0.2043,17.003,25.2722,-17.1316,22.871,78.6451,V,T,W,2MLR3BSJYA,W305G,g
61.9225,22.5711,3.3825,0.1836,0.0926,0.1718,56.6288,-16.1495,0.0796,182.561,Y,V,Z,4HN7LUZ77Q,2E0PQ,g
15.6776,6.3274,2.4976,0.5479999999999999,0.3479,-21.0263,10.4643,-10.4885,53.9394,222.1977,R,X,U,RSZKYSCVVR,ATIRI,h
35.927,14.8053,2.8189,0.3824,0.2314,-17.7292,-20.3995,-11.137,5.938,193.031,U,X,Y,E2PTLX6NUG,RSCG7,g
29.4022,12.1375,2.5159,0.4116,0.2058,-22.6463,21.1296,-7.5126,75.255,179.52900000000002,T,X,T,72FAWLCYT4,9I7SU,h
64.4932,12.4933,2.7415,0.4257,0.2761,48.2092,63.7105,-7.3302,12.6913,206.3461,T,Q,X,2KS95ZPYEV,3AJD8,h
36.0383,14.4691,2.9222,0.3481,0.1752,29.8792,31.4879,11.2548,4.35,188.978,V,R,Y,PBFTLPULAA,EXKC1,g
73.7136,29.2628,3.1534,0.1995,0.1149,-82.4362,52.6815,-28.2896,12.2293,244.394,Y,Z,X,FN8CDZG7DS,JDBJM,g
31.7098,13.2999,2.667,0.4306,0.2314,39.1792,16.9093,-6.5925,6.187,197.297,T,R,Y,FUNE27WNWR,331F5,g
96.5408,37.4145,3.4348,0.1018,0.0564,106.233,57.73,-22.0443,9.0346,210.203,Z,Q,X,XSYYLT81EQ,BEWBP,g
77.1446,38.0002,3.6371,0.1518,0.0956,-33.1911,70.3046,29.5218,31.7121,285.0727,Z,Y,V,LS3OV0UD8B,9RPQE,h
161.5387,119.7201,3.8941,0.1005,0.0455,315.3522,-87.3341,29.0148,83.2382,285.93,Z,Q,T,A8Y0BU7LGO,HFRPH,h
84.2134,20.7409,2.7437,0.3464,0.1775,-74.5245,-52.9464,13.8312,54.1745,106.6013,V,Z,U,IDMHST3DF0,EPVHE,h
33.3534,14.5898,2.7459,0.3465,0.1948,37.7642,-19.5737,-8.9308,12.8374,112.082,V,R,X,A76TUA11LX,EK1X1,g
43.7671,29.7969,3.4,0.1855,0.1037,21.5615,33.4166,-23.0803,27.622,131.255,Y,S,V,0BEV1QBAH8,TMOKB,g
42.7165,11.6631,2.6946,0.4424,0.2636,27.7845,34.7198,-11.236,72.1,265.121,T,S,T,LKN50YOI01,ZPPF0,h
137.7469,109.309,3.4399,0.1535,0.0724,40.3431,-137.8268,-135.5051,80.1405,223.7682,Z,R,T,14L2ZPWAG3,EWVK4,h
20.7049,14.8302,2.4646,0.4768,0.259,-4.2725,17.1302,-3.9602,25.2944,178.553,S,W,V,R9CMPQTAMF,27ADB,g
79.1429,19.1217,3.1096,0.4039999999999999,0.2374,8.3398,57.8134,12.4639,10.901,335.435,U,U,X,1XIOTZBGJJ,NNBTG,h
24.6949,14.1549,2.5340000000000003,0.4327,0.2325,-1.8405,-21.2997,-5.1483,1.696,76.7707,T,V,Z,L7LRQBQZ5Q,GEIY1,g
18.184,5.8259,2.3666,0.6586,0.4091,11.3458,26.7226,-4.3583,80.9287,117.2926,Q,U,T,1M75U1J1LL,GPVAE,h
58.649,11.4742,2.7275,0.3839,0.2406,-87.1527,40.9113,-5.2842,5.308,254.139,U,Z,Y,O8M3QRMR6F,6PIF4,g
15.8646,7.6278,2.52,0.5872,0.3069,-19.3034,14.7897,-10.1066,7.6553,188.0232,R,X,X,AK9SYMKQSY,UF2PB,h
20.6591,10.6619,2.3945,0.621,0.3165,5.7293,-17.1314,-3.5068,14.135,123.731,R,U,W,I9NDG5YL2B,UHAFJ,g
25.7902,16.0891,2.317,0.4627,0.2578,-13.7917,13.6434,-15.1651,22.684,101.92,T,W,W,UZEC9HBEON,SXCNX,g
18.299,10.6174,2.1303,0.5333,0.2778,-0.4039,5.0114,-4.4594,45.2655,146.91,S,V,U,YTV0B6PYQ0,BIJ5H,g
81.2317,32.2546,3.7262,0.1694,0.0893,35.5667,66.9446,12.8892,4.155,295.38,Y,R,Y,HQQFNWFJ5G,4FBKY,g
67.5356,28.5682,3.6705,0.1676,0.0898,35.1468,70.1802,-11.9984,2.531,154.251,Y,R,Z,CSJZFXZY74,7COVG,g
73.0124,26.0763,3.5765,0.1639,0.0929,35.2631,71.2318,19.3129,8.1473,203.565,Y,R,X,B3F2G4OYZ7,GP73K,g
70.0225,26.4199,3.3192,0.1654,0.087,-74.3157,60.8729,14.111,3.902,256.658,Y,Z,Y,J3IIQ3JCC4,YM2V6,g
21.2653,7.0229,2.1629,0.6942,0.3677,-24.4647,-9.8968,6.3205,2.5515,157.815,Q,X,Z,N91E6DG5PO,8STM2,g
32.8576,19.4994,2.8341,0.3223,0.2103,-16.6984,-25.2183,-7.2524,57.3468,19.888,V,X,U,JK8RXYQ8GM,TIIM5,g
129.67600000000002,31.0196,3.2893,0.1623,0.0871,19.4642,105.713,29.5691,47.531000000000006,187.569,Z,T,U,OUHRN0VO1P,7E5OW,h
21.3846,10.917,2.6161,0.5857,0.3934,15.2618,11.5245,2.8766,2.4229,106.8258,R,T,Z,Z3PD8NT584,3L6LS,h
29.579,16.0638,2.5806,0.5729,0.3144,-3.0241,4.4021,-13.1444,62.0819,33.2864,R,V,U,T4SXF6PY2P,SLLGA,h
117.0299,60.8685,3.5378,0.1207,0.0492,62.4172,123.9062,65.6414,57.1915,228.2022,Z,Q,U,6QD3IP7QTK,7FHSJ,h
60.2849,25.111,2.9967,0.261,0.1345,39.895,54.4551,18.4105,0.6809999999999999,309.9,W,R,Z,4GPMCAN1G7,3VMTO,g
19.775,17.6141,2.5198,0.4955,0.2885,2.272,-13.0171,17.4728,12.734000000000002,135.079,S,V,X,YRNDFA5L9P,C4ZX5,h
30.7413,13.9602,2.6911,0.3788,0.2067,3.4461,-14.5524,1.5275,3.262,185.153,U,V,Y,VGUHZMZCCV,424YF,g
94.1836,27.4501,3.5029,0.2441,0.1519,-19.7617,40.3463,-18.0331,2.957,310.397,X,X,Y,51XBR20LTO,ROMCQ,g
20.911,6.2161,2.2028,0.79,0.5486,17.4198,18.0188,-6.1225,30.257,242.563,Q,T,V,52SE3ZQN19,2NWZA,g
118.581,32.227,2.8426,0.3491,0.2162,-107.863,-87.3744,-20.5931,8.2015,273.158,V,Z,X,81K5S2VM61,BI5FE,g
194.8482,169.6876,3.5132,0.1343,0.0995,-236.5186,-163.0125,-97.3015,1.1486,197.8866,Z,Z,Z,PXCMR3NPLG,1OD45,h
21.1516,10.5018,2.1584,0.5625,0.316,5.3768,-17.1026,9.1288,12.9692,137.153,R,U,X,JGQYJ3SJBB,63R58,g
24.9186,11.0606,2.3953,0.5875,0.3159,-7.1973,-10.9342,11.4977,42.775,180.946,R,W,U,2O0QPYFLS9,ES2N6,h
94.1154,33.5484,3.7746,0.183,0.0979,-56.3968,57.5239,-22.1615,3.425,343.441,Y,Y,Y,FXO938IVWS,BNKVG,g
36.2836,20.9706,2.8974,0.3344,0.1995,15.0727,26.8606,-17.1049,1.2146,260.579,V,T,Z,S2HAJKJ2OU,7M53S,g
37.9876,9.8674,2.838,0.3148,0.1721,-25.3203,31.014,7.932,15.4444,242.4555,V,X,W,0G09G6YGFG,WGTY9,h
73.1647,32.2813,3.8581,0.1517,0.0787,7.5152,63.0827,20.4569,4.5252,244.058,Z,U,Y,SSXU3M0OF0,3KF19,g
106.821,57.9549,4.2878,0.0685,0.0354,-47.7452,78.9675,8.1705,1.9326,292.894,Z,Y,Z,0ZRTJ6OBSD,NPPQU,g
242.492,90.6041,3.4335,0.1106,0.0625,-300.245,-76.1678,76.6727,88.1017,166.68,Z,Z,T,LGPTK9YBNU,Q6AB1,h
38.6526,18.266,2.7839,0.3158,0.1785,-24.8365,-25.2459,-12.0822,8.8024,214.182,V,X,X,H5EUUGTRRZ,4D5XV,g
42.1175,15.6664,2.8716,0.293,0.1673,-8.2759,-31.9718,-11.5558,4.9345,159.29,W,W,Y,W5S1YQGNU0,P3X7X,g
39.5082,20.09,2.8837,0.2405,0.1458,46.428,-19.2992,4.1555,1.6435,233.249,X,R,Z,U9WJEXG9U2,HXK2Q,g
32.7206,16.2832,2.7832,0.3937,0.2018,3.8106,26.3171,7.5338,36.3443,200.61,U,V,V,FLXZVD0RIJ,Q4H8H,g
89.7407,55.2323,3.2905,0.2993,0.2259,-26.4458,-84.5774,-50.417,0.3692,332.4956,W,X,Z,7E4N60G5ZQ,1BY8C,h
16.237000000000002,11.2544,2.3304,0.6402,0.3995,-2.7498,5.3763,8.0635,48.122,119.907,R,V,U,990VDD3K6W,6PXG9,g
34.6098,24.9802,2.8913,0.2235,0.1137,-5.8604,22.1893,6.4483,13.962,127.753,X,W,W,EUQD1IHPDU,JWV6W,g
114.567,37.9239,3.7376,0.1912,0.1059,-168.00799999999998,67.6121,26.6628,0.8106,372.3,Y,Z,Z,RVD3UGUEC6,1PGTX,g
250.385,32.1462,3.0981,0.3558,0.2653,-180.608,-129.417,-24.0039,40.643,258.831,U,Z,V,3M9VWM13B5,B193K,h
120.9224,71.0392,3.6757,0.2054,0.0901,-58.0453,-141.1602,45.3024,21.4663,399.0409,Y,Y,W,QHKCGBB41C,GDNSH,h
35.1053,7.433,2.4426,0.5872,0.3379999999999999,-15.3994,-13.3253,3.7285,88.1033,136.254,R,X,T,OJXR6ML6HW,QCWKQ,h
25.0559,22.8667,2.9130000000000003,0.3592,0.1839,17.4595,20.7251,-12.228,30.6349,51.8346,U,T,V,CTQ9A7586S,LQSDO,g
20.6615,12.8963,2.4464,0.5438,0.3131,-10.7015,-11.7091,-7.4269,63.4783,125.519,S,W,T,MZXLXK28DU,8NIJJ,g
20.003,7.3665,2.2799,0.7139,0.4068,0.6315,-5.9995,5.3228,35.9796,65.3452,Q,V,V,KBNSHYB42M,S7FSF,g
31.2684,9.4683,2.2589,0.4463,0.2231,7.8617,23.3259,-9.2346,22.4698,225.955,T,U,W,N3AVJZ9C03,F3D3L,g
305.422,54.9948,3.8903,0.0964,0.053,-368.633,-269.333,-31.6143,13.31,118.386,Z,Z,W,3R9G6ORTE2,VCLPX,h
50.2148,12.7999,2.7063,0.2852,0.1485,16.7325,36.1069,-11.2957,9.088,175.637,W,T,X,K2FFR86FC4,71YSE,g
69.7964,21.7598,3.2262,0.2257,0.1138,81.6993,44.8345,-13.9844,2.152,240.61,X,Q,Z,D384K041JM,K550T,g
58.8321,27.4017,3.5898,0.1497,0.0817,-7.4978,46.0111,22.4075,4.0456,237.392,Z,W,Y,KLVDD1TXXR,DTVCO,g
141.967,51.2485,3.1421,0.2358,0.1273,-155.744,103.076,39.6457,47.14,274.685,X,Z,U,30WRAHOEWJ,ZPDW8,h
88.7747,24.3092,3.4783,0.2005,0.1029,35.667,92.4847,-15.6103,1.8142,273.908,Y,R,Z,YQ6IOJBHF3,QQJEE,g
45.5997,35.1146,3.2836,0.1478,0.0742,22.1228,38.2276,-28.0158,62.629,92.2033,Z,S,U,QD5Y1RVPEW,X4IAR,h
83.7767,15.2713,2.7348,0.2597,0.1409,49.5684,65.8426,9.6042,13.374,219.462,W,Q,W,O8YKXN6F3M,EJKRI,g
12.8823,11.3427,2.0986,0.7331,0.4183,14.916,-7.8405,-9.9097,56.408,113.423,Q,T,U,DSYCSVEF4B,MEDPA,h
33.8791,13.7651,2.7649,0.3127,0.1607,35.146,-24.8968,-5.8808,1.085,222.346,V,R,Z,FMP5EXBNK8,IDENA,g
29.1582,10.0509,2.3551,0.4945,0.2494,-10.862,-12.429,-3.0595,5.7711,147.65200000000002,S,W,Y,AMG58G843K,PQL4C,g
139.143,89.1839,3.6977,0.1659,0.0938,-0.2938,-127.256,-61.0442,74.7645,337.48800000000006,Y,V,T,P6KAPR1B6I,5FRHZ,h
56.7163,10.2833,2.6762,0.3646,0.1886,58.2021,31.828000000000003,-1.008,1.5847,162.155,U,Q,Z,97H5HYZAXR,93NBX,g
230.579,58.3893,3.2865,0.2689,0.1528,-258.404,76.7832,-33.7074,13.8834,131.135,W,Z,W,ZLJSEJ4WQU,63GUL,h
25.7563,19.0266,2.6196,0.3842,0.1933,8.2673,24.5412,-12.0506,38.164,224.11900000000003,U,U,V,NAOXL0ZVFB,MYO52,h
56.8378,19.5654,3.2019,0.1796,0.0927,-28.9564,39.7685,9.0352,3.022,245.844,Y,Y,Y,QWQ68ROCDQ,Q3NPY,g
24.0645,13.019,2.6454,0.5317,0.3111,-17.6595,12.9105,9.0528,67.465,224.345,S,X,T,9C4PJY8OMN,MWSDE,h
19.2295,17.0522,2.5916,0.4891,0.3291,6.4469,12.6475,12.9031,78.673,59.3604,S,U,T,JN1Z3N7LUN,IR3V3,h
26.8118,18.7489,2.6968,0.4342,0.2503,1.7584,27.1792,-8.881,36.997,168.176,T,V,V,I64WFIR0WS,BKKIQ,g
38.4459,11.8371,2.6513,0.3772,0.2087,54.363,16.3965,-7.4008,77.696,88.1333,U,Q,T,LC2CFOSPQ8,QQXOI,h
20.6035,10.4368,2.238,0.5896,0.3324,6.6446,-17.2788,10.1291,6.7081,95.8627,R,U,Y,4Z2VK9PUIV,5HBDU,g
39.6329,17.7916,2.5786,0.3404,0.1755,-47.7698,-17.7292,15.9754,8.817,161.91299999999998,V,Y,X,97X7KRRYH1,KV34S,g
116.2,73.5958,3.5397,0.174,0.1003,-182.046,104.169,69.3052,18.216,185.311,Y,Z,W,RURYSKF9WU,ZM8M6,h
32.6306,18.9446,2.6845,0.389,0.1991,26.234,-8.2258,-12.4502,18.4858,198.7889,U,S,W,9EJD987B9M,AQK4X,h
50.42,22.455,2.9085,0.2877,0.1488,8.8663,41.6986,-16.0409,4.294,278.764,W,U,Y,GUE777O1AM,9DUU6,g
22.3151,0.0,2.1319,0.7306,0.4465,0.4428,-6.4074,0.0,48.9671,137.768,Q,V,U,NVH3J4XJ4E,DOWFH,g
20.2999,8.2207,2.604,0.7504,0.3973,15.7176,19.4298,7.5213,52.414,147.8757,Q,T,U,LWBV4KB3VD,XJZYJ,h
19.7308,18.5745,2.3314,0.4709,0.2401,12.0694,-18.3026,-12.7012,8.753,141.174,S,U,X,CB0XL5W5N0,TYEAZ,g
24.5519,15.0466,2.5434,0.4635,0.3019,-8.7048,-18.0407,-7.4007,64.279,107.234,T,W,T,XEZ7OETSEH,40JKR,g
24.3377,11.0705,2.5977,0.5051,0.2866,-13.5348,-10.3792,5.492000000000001,2.8878,145.375,S,W,Y,DSA0GUOQDL,32JRA,g
47.1689,13.3291,2.6547,0.3588,0.1849,-80.0532,37.9722,7.3896,18.1339,254.5,U,Z,W,VJIB5BZSCD,DGDFF,g
40.381,23.8161,2.8069,0.2632,0.1517,-15.4082,36.562,15.0864,6.8587,87.1968,W,X,X,XG52UCOGSO,TCL04,h
18.4582,14.9876,2.616,0.5593,0.3087,20.3472,14.4573,9.9361,69.1458,204.133,R,S,T,DPS5L7KGJ8,W9R3U,h
25.2816,19.6741,2.702,0.4052,0.2195,8.9062,-17.3401,15.5467,0.6829999999999999,234.623,U,U,Z,JAUI8R1RWX,Q3ZPR,g
58.5781,17.9084,3.0596,0.163,0.0824,26.5874,24.1922,10.8757,7.042000000000001,150.983,Y,S,X,SJZV5TUC2T,EBPAC,g
23.4645,16.0261,2.4116,0.4186,0.2384,10.901,12.7104,10.5489,33.041,44.4753,T,U,V,HFAEC053A5,B87VP,g
16.3214,10.697,2.3483,0.6861,0.4507,-2.4424,3.415,8.742,6.0909,206.249,Q,V,Y,A9TF5C1NW6,EWPHG,g
12.5521,11.8997,2.1156,0.6973,0.364,-15.9732,8.8188,-10.3917,16.706,139.361,Q,X,W,K7NYSGVZ8T,F1178,g
17.0875,11.2666,2.2553,0.5667,0.3083,0.7686,-5.2321,4.9075,56.4005,142.859,R,V,U,SBKLCRWNUB,MG5N2,g
88.7948,41.5287,3.7945,0.1804,0.0917,45.624,-50.2002,23.4388,1.288,373.941,Y,R,Z,VIDIW9361S,TLUH4,g
115.5226,28.3765,2.9175,0.3322,0.2068,72.8068,111.4304,15.8426,79.5439,120.3123,V,Q,T,LBRL58LW88,TDEKO,h
26.5114,9.7752,2.2636,0.4578,0.2425,15.681,-17.8677,-4.9654,50.4142,121.638,T,T,U,Q0WO93LZOS,59P66,h
139.558,53.1675,3.3568,0.1614,0.0899,159.907,99.4739,-56.2044,28.2495,237.166,Z,Q,V,EV9RYBCQ8P,QPXE7,h
60.9779,26.6307,3.3714,0.2326,0.1248,-38.9167,52.4539,-10.4765,0.3079,291.047,X,Y,Z,MLQFI3VA8F,SLH3T,g
29.2376,18.1419,2.7122,0.3337,0.1678,42.8964,3.665,-9.0457,4.5201,133.308,V,R,Y,1DVEM52E6K,Y3261,g
85.3814,18.3917,2.7931,0.3011,0.1957,-70.2899,-58.7193,-15.0238,1.869,259.995,W,Z,Z,9USCBTAZWO,OBEQR,g
29.8866,18.92,2.7664,0.2945,0.1515,24.996,-9.1786,-4.8501,19.5579,177.893,W,S,W,RHMMK98JX4,BMATP,g
20.2913,16.0196,2.4183,0.4084,0.2271,-1.7118,8.3607,-7.6019,12.229,244.877,T,V,X,0TU4RVSDFD,HG9AD,g
44.932,20.694000000000003,2.5883,0.3252,0.1871,-8.5346,-40.3541,-11.0593,10.503,160.204,V,W,X,B54JJCRQWG,KHBUK,g
214.968,52.8938,3.9427,0.0973,0.0508,-113.14,-243.276,19.1703,15.693,216.928,Z,Z,W,95TNJV24SB,06J70,h
23.0991,10.5721,2.2923,0.5918,0.2985,-32.0962,16.9015,5.1509,1.618,155.279,R,Y,Z,PUTXAH4Q73,7ZD1K,g
44.5422,26.3072,3.0133,0.1629,0.0819999999999999,-18.3504,-14.0598,-10.5406,67.7603,98.7475,Y,X,T,5YXLO4IFM2,56U5S,g
35.8521,21.4939,2.8579,0.2968,0.2004,-26.1679,-24.1268,14.3675,10.894,233.995,W,X,X,SJ3KOVRXEY,GSDAP,g
46.6896,16.0466,3.2486,0.2043,0.1509,-30.0665,-13.9592,-13.2122,52.8842,158.3678,Y,Y,U,6RCIWNMPWH,AOF9Q,h
24.2215,13.5799,2.3683,0.5525,0.3019,-24.4026,-12.4316,-10.57,0.075,209.655,R,X,Z,5VLZDTRC1L,UF8SL,g
34.3719,17.730999999999998,2.2766,0.4123,0.1999,-19.813,-31.589,9.4168,10.2044,92.1384,T,X,X,GIPT46QIMA,CLUYU,h
138.42700000000002,67.808,3.9584,0.1363,0.072,26.7011,86.9351,69.3818,77.9219,406.986,Z,S,T,BXLW39GJNX,610L1,h
33.4349,11.5495,2.6623,0.4113,0.2144,-34.7318,11.4743,-6.8420000000000005,86.2306,227.897,T,Y,T,CYBNR1Q1T3,CQMN8,h
81.2048,30.6838,3.0229,0.2221,0.1106,-39.674,38.1371,22.3387,31.5144,327.4615,X,Y,V,PZ181HGON9,167PF,h
21.6376,15.3225,2.4346,0.4338,0.2592,24.6669,13.3466,-6.7626,1.591,206.873,T,S,Z,QJ2DPAO6O5,WM5R2,g
48.9731,19.9284,2.9467,0.2826,0.1543,34.7889,47.4344,12.7581,3.7944,261.857,W,R,Y,QPMC8PP0K2,B6VGX,g
70.7387,25.1711,3.3359,0.1906,0.1068,-103.747,44.2436,-19.0346,1.415,236.721,Y,Z,Z,BVSFJLDE4W,59PLI,g
80.5522,59.7657,3.5784,0.1557,0.0785,-27.1295,64.7537,21.8818,21.3447,298.4421,Z,X,W,LIQIABSQMW,0I7F1,h
34.5351,10.5958,2.6822,0.5039,0.3066,-26.7383,-10.1197,8.0819,13.6956,137.3556,S,X,W,T8JBIKK3OA,KAESI,h
31.4245,15.3624,2.5966,0.3949,0.257,9.2765,-19.2612,9.6225,33.559,218.101,U,U,V,G22QI485NA,7RA68,h
88.2105,20.4104,3.1037,0.2502,0.1134,6.4277,49.5748,7.9254,81.8939,225.2135,X,U,T,LXTDUX2SGH,EVZ9C,h
51.3321,37.0206,2.9061,0.2682,0.1409,40.5492,51.4662,20.0068,46.9568,263.925,W,R,U,HZI0FNM6TY,1DULD,h
13.0246,10.9754,2.1508,0.7562,0.4488,-14.1507,5.8998,10.2185,81.1239,179.618,Q,W,T,8VUDPKGR2F,IYZTZ,g
31.8569,19.6392,2.8710000000000004,0.2584,0.1474,-8.696,-15.3786,8.0534,11.217,260.496,X,W,X,NHBSQ524W6,19J49,g
28.8332,12.929,2.4385,0.3679,0.1913,-29.1295,-13.0092,3.1305,5.8995,241.834,U,Y,Y,3GN9VH1CW0,3760O,g
41.2726,21.9081,3.221,0.2369,0.1211,26.9247,29.987,15.227,6.769,158.461,X,S,Y,L26E1DRH6I,AGL4O,g
29.5911,13.2891,2.6165,0.4571,0.2769,0.5659,-20.4636,-11.773,47.723,140.81,T,V,U,E279CVIK8U,WCK1V,g
247.9249,145.3262,3.3614,0.1957,0.1232,-213.7924,-195.8905,-88.4492,38.9238,326.2601,Y,Z,V,8A380YWMFZ,8IGVV,h
42.0555,19.0179,3.1033,0.2269999999999999,0.1139,-16.217,24.6535,7.6598,0.091,191.548,X,X,Z,2P6WW2SI73,HCHFL,g
32.7981,19.0193,2.73,0.3557,0.2207,24.4236,16.265,11.1378,0.2188,154.899,U,S,Z,C6QLOIF9E5,STBEZ,g
164.082,26.3636,3.1871,0.1189,0.0686,-243.093,-86.734,-18.3354,17.1517,88.1233,Z,Z,W,0Q71THWVHC,HA0H1,h
25.3811,15.8935,2.7616,0.4329,0.2519,16.9705,-8.6944,8.6056,37.555,68.2,T,T,V,0X7EOZG75Q,6L7K0,g
85.0351,48.4047,3.9532,0.1497,0.0944,-33.5836,49.7822,-26.0969,3.181,351.977,Z,Y,Y,II7TU8APPS,GKAFS,g
24.3834,10.056,2.3233,0.5131,0.2874,14.5388,-15.1356,-5.1963,35.913000000000004,58.932,S,T,V,O1VVRL34OE,MMJPS,g
21.5515,16.1259,2.8218,0.431,0.2163,13.3084,7.0258,11.7299,56.071000000000005,46.0426,T,T,U,L7431JTH7H,BKD4K,g
79.196,15.4942,2.8319,0.3623,0.2202,-23.6238,50.0443,-17.1367,7.135,316.098,U,X,X,NPV1AGL2G3,2MTEL,g
44.1086,16.454,2.954,0.2813,0.1595,8.0586,22.757,11.0314,0.677,187.947,W,U,Z,9I12XIFQF4,4C5PO,g
128.22899999999998,46.1107,3.4186,0.1056,0.0543,36.945,-70.2825,24.5933,80.2086,175.292,Z,R,T,9OMSSIRHM1,FFLBQ,h
52.1044,17.2225,2.9523,0.3248,0.2037,29.9876,52.6747,-7.3971,5.8345,263.582,V,R,Y,8PIGFZ1BI9,6C15O,g
67.2332,22.0694,2.8322,0.2311,0.1214,-86.4397,62.9753,-17.3832,7.8252,246.013,X,Z,X,SLARKXJROA,8O0RK,g
81.2267,26.173,2.7384,0.2612,0.1361,102.076,31.8949,-21.1676,3.906,281.932,W,Q,Y,3ME09W2G6J,T62NK,g
26.7748,9.4358,2.3064,0.4691,0.2691,12.6852,-14.101,-5.5031,24.6072,175.83700000000002,S,T,V,NNEDSM8BTI,0YJ6C,g
56.0558,14.9399,2.7634,0.3466,0.1957,54.8362,43.9362,12.6778,15.3725,234.783,V,Q,W,03PQY3DLVX,7LYHP,g
70.6035,19.0298,2.9673,0.1951,0.0997,-152.30200000000002,68.1042,-12.9982,8.2868,234.713,Y,Z,X,4799MJJU87,CAWZ3,g
104.813,61.1065,3.3633,0.2395,0.1245,-104.432,-115.348,-29.9413,3.5086,437.477,X,Z,Y,HXGNCGHFMK,77EWJ,h
25.8724,13.4735,2.1845,0.7215,0.4289,13.6769,-13.675,-8.0402,4.6845,120.8897,Q,T,Y,8HD4VP1MZM,WZRGT,h
26.43,14.3591,2.4206,0.4514,0.2417,18.3731,19.4864,-14.3159,77.3034,233.2826,T,T,T,LQ5VBY5PMI,95CZN,h
53.3331,21.4744,2.9287,0.231,0.1208,-12.7397,23.5127,12.3721,13.565,248.333,X,W,W,CQIG0YJ4HF,V23XA,h
24.1319,13.4127,2.6314,0.5047,0.2909,0.1299,20.0412,-11.6553,51.3869,214.806,S,V,U,BQKSK66UFM,YUTLI,g
25.9264,13.0316,2.5752,0.5372,0.2832,-1.6516,23.9634,6.3471,19.267,147.791,S,V,W,L0TNT9NQYJ,SW75H,g
34.7679,19.0203,2.6857,0.3918,0.2134,33.846,30.6675,10.9056,0.281,268.155,U,R,Z,J5EYKHDOL6,Y9U8O,g
26.3093,15.0286,2.6048,0.4099,0.2149,-16.9862,13.678,-11.2164,2.521,120.58,T,X,Z,UM9K9TLT4S,OAWCR,g
23.1041,16.8594,2.4281,0.4216,0.2146,-15.7757,-11.8597,10.5502,21.8327,202.634,T,X,W,OSDRNJ4EKC,FO2Y2,g
